Time (h)	GUR	mu
24.36	-0.081155815	-0.003328723
24.37	-0.080476342	-0.0033093
24.38	-0.079796365	-0.003289785
24.39	-0.079115884	-0.003270176
24.4	-0.0784349	-0.003250475
24.41	-0.077753414	-0.00323068
24.42	-0.077071424	-0.003210794
24.43	-0.076388932	-0.003190814
24.44	-0.075705939	-0.003170743
24.45	-0.075022443	-0.003150579
24.46	-0.074338446	-0.003130323
24.47	-0.073653947	-0.003109975
24.48	-0.072968948	-0.003089535
24.49	-0.072283448	-0.003069003
24.5	-0.071597448	-0.00304838
24.51	-0.070910948	-0.003027665
24.52	-0.070223948	-0.00300686
24.53	-0.069536449	-0.002985962
24.54	-0.068848452	-0.002964974
24.55	-0.068159955	-0.002943895
24.56	-0.06747096	-0.002922726
24.57	-0.066781467	-0.002901465
24.58	-0.066091477	-0.002880114
24.59	-0.065400989	-0.002858673
24.6	-0.064710004	-0.002837142
24.61	-0.064018523	-0.00281552
24.62	-0.063326545	-0.002793808
24.63	-0.062634071	-0.002772007
24.64	-0.061941102	-0.002750116
24.65	-0.061247638	-0.002728136
24.66	-0.060553679	-0.002706066
24.67	-0.059859225	-0.002683907
24.68	-0.059164278	-0.002661659
24.69	-0.058468836	-0.002639322
24.7	-0.057772901	-0.002616896
24.71	-0.057076474	-0.002594381
24.72	-0.056379554	-0.002571778
24.73	-0.055682141	-0.002549087
24.74	-0.054984237	-0.002526307
24.75	-0.054285841	-0.002503439
24.76	-0.053586955	-0.002480484
24.77	-0.052887578	-0.00245744
24.78	-0.05218771	-0.002434309
24.79	-0.051487353	-0.002411091
24.8	-0.050786506	-0.002387785
24.81	-0.050085171	-0.002364392
24.82	-0.049383347	-0.002340912
24.83	-0.048681035	-0.002317345
24.84	-0.047978235	-0.002293691
24.85	-0.047274947	-0.002269951
24.86	-0.046571173	-0.002246124
24.87	-0.045866913	-0.002222211
24.88	-0.045162166	-0.002198212
24.89	-0.044456934	-0.002174127
24.9	-0.043751217	-0.002149956
24.91	-0.043045015	-0.0021257
24.92	-0.042338329	-0.002101358
24.93	-0.041631159	-0.002076931
24.94	-0.040923506	-0.002052418
24.95	-0.04021537	-0.002027821
24.96	-0.039506751	-0.002003138
24.97	-0.038797651	-0.001978371
24.98	-0.038088069	-0.00195352
24.99	-0.037378006	-0.001928584
25	-0.036667462	-0.001903564
25.01	-0.035956439	-0.00187846
25.02	-0.035244936	-0.001853271
25.03	-0.034532954	-0.001828
25.04	-0.033820493	-0.001802644
25.05	-0.033107554	-0.001777205
25.06	-0.032394137	-0.001751683
25.07	-0.031680244	-0.001726078
25.08	-0.030965873	-0.00170039
25.09	-0.030251027	-0.001674619
25.1	-0.029535705	-0.001648766
25.11	-0.028819907	-0.00162283
25.12	-0.028103636	-0.001596812
25.13	-0.02738689	-0.001570712
25.14	-0.02666967	-0.00154453
25.15	-0.025951977	-0.001518266
25.16	-0.025233812	-0.001491921
25.17	-0.024515175	-0.001465494
25.18	-0.023796066	-0.001438987
25.19	-0.023076487	-0.001412398
25.2	-0.022356437	-0.001385728
25.21	-0.021635917	-0.001358977
25.22	-0.020914928	-0.001332146
25.23	-0.02019347	-0.001305235
25.24	-0.019471543	-0.001278243
25.25	-0.018749149	-0.001251171
25.26	-0.018026288	-0.00122402
25.27	-0.017302961	-0.001196789
25.28	-0.016579167	-0.001169478
25.29	-0.015854908	-0.001142088
25.3	-0.015130184	-0.001114619
25.31	-0.014404995	-0.001087071
25.32	-0.013679343	-0.001059444
25.33	-0.012953228	-0.001031739
25.34	-0.01222665	-0.001003955
25.35	-0.01149961	-0.000976093
25.36	-0.010772109	-0.000948153
25.37	-0.010044147	-0.000920135
25.38	-0.009315724	-0.00089204
25.39	-0.008586842	-0.000863867
25.4	-0.007857501	-0.000835616
25.41	-0.007127701	-0.000807289
25.42	-0.006397444	-0.000778884
25.43	-0.005666729	-0.000750403
25.44	-0.004935558	-0.000721845
25.45	-0.004203931	-0.000693211
25.46	-0.003471848	-0.000664501
25.47	-0.00273931	-0.000635714
25.48	-0.002006318	-0.000606852
25.49	-0.001272873	-0.000577914
25.5	-0.000538975	-0.000548901
25.51	0.000195375	-0.000519812
25.52	0.000930178	-0.000490649
25.53	0.001665431	-0.00046141
25.54	0.002401134	-0.000432097
25.55	0.003137288	-0.000402709
25.56	0.00387389	-0.000373247
25.57	0.004610941	-0.000343711
25.58	0.005348439	-0.000314101
25.59	0.006086385	-0.000284418
25.6	0.006824777	-0.00025466
25.61	0.007563615	-0.00022483
25.62	0.008302898	-0.000194926
25.63	0.009042626	-0.000164949
25.64	0.009782797	-0.0001349
25.65	0.010523412	-0.000104778
25.66	0.011264469	-7.45839E-05
25.67	0.012005968	-4.43175E-05
25.68	0.012747908	-1.39792E-05
25.69	0.013490288	1.64309E-05
25.7	0.014233109	4.69126E-05
25.71	0.014976368	7.74655E-05
25.72	0.015720065	0.00010809
25.73	0.016464201	0.000138785
25.74	0.017208773	0.00016955
25.75	0.017953781	0.000200387
25.76	0.018699225	0.000231293
25.77	0.019445104	0.00026227
25.78	0.020191417	0.000293317
25.79	0.020938164	0.000324433
25.8	0.021685343	0.000355619
25.81	0.022432954	0.000386874
25.82	0.023180997	0.000418199
25.83	0.02392947	0.000449592
25.84	0.024678372	0.000481054
25.85	0.025427704	0.000512584
25.86	0.026177465	0.000544183
25.87	0.026927653	0.000575849
25.88	0.027678267	0.000607584
25.89	0.028429308	0.000639386
25.9	0.029180775	0.000671255
25.91	0.029932666	0.000703192
25.92	0.030684981	0.000735196
25.93	0.031437719	0.000767266
25.94	0.032190879	0.000799403
25.95	0.032944462	0.000831606
25.96	0.033698465	0.000863876
25.97	0.034452888	0.000896211
25.98	0.03520773	0.000928613
25.99	0.035962991	0.000961079
26	0.03671867	0.000993611
26.01	0.037474766	0.001026208
26.02	0.038231278	0.00105887
26.03	0.038988206	0.001091596
26.04	0.039745549	0.001124387
26.05	0.040503305	0.001157242
26.06	0.041261474	0.001190161
26.07	0.042020056	0.001223143
26.08	0.04277905	0.001256189
26.09	0.043538454	0.001289299
26.1	0.044298268	0.001322471
26.11	0.045058491	0.001355707
26.12	0.045819123	0.001389004
26.13	0.046580162	0.001422365
26.14	0.047341608	0.001455787
26.15	0.048103459	0.001489272
26.16	0.048865716	0.001522818
26.17	0.049628378	0.001556426
26.18	0.050391442	0.001590094
26.19	0.05115491	0.001623824
26.2	0.051918779	0.001657615
26.21	0.052683049	0.001691467
26.22	0.053447719	0.001725378
26.23	0.054212789	0.00175935
26.24	0.054978257	0.001793382
26.25	0.055744123	0.001827473
26.26	0.056510386	0.001861624
26.27	0.057277044	0.001895834
26.28	0.058044098	0.001930103
26.29	0.058811546	0.001964431
26.3	0.059579388	0.001998817
26.31	0.060347622	0.002033261
26.32	0.061116248	0.002067764
26.33	0.061885265	0.002102324
26.34	0.062654671	0.002136942
26.35	0.063424467	0.002171617
26.36	0.064194652	0.002206349
26.37	0.064965223	0.002241139
26.38	0.065736182	0.002275984
26.39	0.066507525	0.002310886
26.4	0.067279254	0.002345845
26.41	0.068051367	0.002380859
26.42	0.068823863	0.002415929
26.43	0.069596741	0.002451054
26.44	0.07037	0.002486234
26.45	0.071143639	0.00252147
26.46	0.071917659	0.00255676
26.47	0.072692056	0.002592104
26.48	0.073466832	0.002627503
26.49	0.074241984	0.002662956
26.5	0.075017513	0.002698462
26.51	0.075793416	0.002734022
26.52	0.076569693	0.002769635
26.53	0.077346344	0.002805301
26.54	0.078123367	0.00284102
26.55	0.078900762	0.002876792
26.56	0.079678527	0.002912615
26.57	0.080456661	0.002948491
26.58	0.081235164	0.002984419
26.59	0.082014035	0.003020397
26.6	0.082793273	0.003056428
26.61	0.083572877	0.003092509
26.62	0.084352846	0.003128641
26.63	0.085133179	0.003164823
26.64	0.085913875	0.003201056
26.65	0.086694933	0.003237339
26.66	0.087476352	0.003273671
26.67	0.088258132	0.003310054
26.68	0.089040271	0.003346485
26.69	0.089822769	0.003382965
26.7	0.090605624	0.003419494
26.71	0.091388836	0.003456072
26.72	0.092172403	0.003492698
26.73	0.092956325	0.003529371
26.74	0.093740601	0.003566093
26.75	0.094525229	0.003602862
26.76	0.095310209	0.003639678
26.77	0.096095541	0.003676541
26.78	0.096881222	0.003713451
26.79	0.097667252	0.003750408
26.8	0.09845363	0.00378741
26.81	0.099240355	0.003824459
26.82	0.100027426	0.003861553
26.83	0.100814842	0.003898692
26.84	0.101602602	0.003935877
26.85	0.102390705	0.003973107
26.86	0.103179151	0.004010381
26.87	0.103967938	0.004047699
26.88	0.104757065	0.004085062
26.89	0.105546531	0.004122469
26.9	0.106336335	0.004159919
26.91	0.107126477	0.004197412
26.92	0.107916955	0.004234949
26.93	0.108707768	0.004272528
26.94	0.109498915	0.00431015
26.95	0.110290396	0.004347814
26.96	0.111082209	0.00438552
26.97	0.111874354	0.004423268
26.98	0.112666828	0.004461057
26.99	0.113459632	0.004498888
27	0.114252765	0.004536759
